Sr. No,Scheme,Major Component,Sub Component,Activity Master Id,Activity Master Name,Activity Master Details ID,Activity Master Details Name,Norms / Unit Cost,Criteria For Appraisal
384,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,124,Rashtriya Aavishkar Abhiyaan  (Elementary),124.5,Excursion Trip for Students within State,No Norms. Depends upon the State/UT specific proposal ,
385,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,124,Rashtriya Aavishkar Abhiyaan  (Elementary),124.6,Maths Kit,No Norms. Depends upon the State/UT specific proposal ,
386,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,124,Rashtriya Aavishkar Abhiyaan  (Elementary),124.7,School Mentoring by Higher Education Institutes,No Norms. Depends upon the State/UT specific proposal ,
387,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,124,Rashtriya Aavishkar Abhiyaan  (Elementary),124.8,Participation in Science and Maths Olympiads,No Norms. Depends upon the State/UT specific proposal ,
388,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,124,Rashtriya Aavishkar Abhiyaan  (Elementary),124.9,Formation of Science / Maths Clubs,No Norms. Depends upon the State/UT specific proposal ,
389,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.2,Smart Classroom  (Type - II) (Elementary),Rs. 2.40 lacs per school,
390,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.1,Additional ICT Lab (Enrolment > 700 ) Existing,Upto Rs. 6.40 lakh per school,
391,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.11,Additional ICT Lab (Enrolment > 700 ) New,,
392,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.12,Digital Hardware & Software (Type - I) (Elementary < 100),,
393,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.13,Digital Hardware & Software (Type - I) (Elementary 100 - 250),,
394,Elementary Education,Quality Interventions,ICT and Digital Initiatives,127,Digital Hardware & Software (up to Highest Class VIII) - NR,127.14,Digital Hardware & Software (Type - I) (Elementary 250 - 700),,
395,Elementary Education,Quality Interventions,ICT and Digital Initiatives,128,Recurring Components (Digital Hardware & Software upto Highest Class VIII),128.1,Recurring Cost (ICT & Digital Initiatives) (Option - I) (New),@Rs 2.40 lacs per school,
396,Elementary Education,Quality Interventions,ICT and Digital Initiatives,128,Recurring Components (Digital Hardware & Software upto Highest Class VIII),128.2,Recurring Cost (ICT & Digital Initiatives) (Option - I) (Existing),@Rs 2.40 lacs per school,
397,Elementary Education,Quality Interventions,ICT and Digital Initiatives,128,Recurring Components (Digital Hardware & Software upto Highest Class VIII),128.3,Smart Classroom - (Recuring)  (Type - II)  (Elementary) (New),@Rs 0.38 lacs per school,
398,Elementary Education,Quality Interventions,ICT and Digital Initiatives,128,Recurring Components (Digital Hardware & Software upto Highest Class VIII),128.4,Smart Classroom - (Recuring)  (Type - II)  (Elementary) (Existing),@Rs 0.38 lacs per school,
399,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),133,Pre- Primary (Non- Recurring),133.1,Child Friendly Furniture,Norms for all Non-recurring Activities under Pre- Primary proposed must be limited to Rs. 1 Lakh Only,
400,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),133,Pre- Primary (Non- Recurring),133.2,BALA Features,,
401,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),133,Pre- Primary (Non- Recurring),133.3,Out Door Play Materials,,
402,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),134,Pre-Primary (Recurring),134.4,TLM for Children,"upto Rs. 500/ per child for TLM, indigenous toys and games, play based activities per annum for pre-primary section in Govt. Schools",
403,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),134,Pre-Primary (Recurring),134.9,Support at Pre-Primary Level (New),"Recurring Grant, including manpower deployment and other teaching learning aids/ materials of up to ? 2 lakh per school per annum for pre-primary sections in Govt. primary Schools.",
404,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),134,Pre-Primary (Recurring),134.16,Support to Pre-Primary (Existing),,
405,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.1,Financial Support  for 1 Accountant-cum-support staff,The central financial assistance for salary purpose of the BRC and CRC to be given on the basis of salary support given by the PAB in 2020-21.,
406,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.2,Financial Support  for 1 Data Entry Operator in position,,
407,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.3,Financial Support  for 1 MIS Coordinator in position,,
408,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.4,Financial Support  for 2 Resource Persons for CWSN,,
409,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.5,Financial Support  for 6 Resource Persons at BRC,,
410,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,,Financial Support for 1 Career Councellor,Guidelines for Provisioning of Academic Resource Person for Cqreer Counselling in the BRCs under Samagra Shiksha,
411,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.6,Maintenance Grant,"Provision for BRCs/URCs up to ? 2.00 lakh for TLE/TLM, recurring expenditure, meetings, contingencies etc. per annum.",
412,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.7,TLE/TLM Grant,,
413,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.8,"Meeting, TA",,
414,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.9,Contingency Grant,,
415,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,135,Provision for BRCs/URCs,135.1,Replacement of Furniture / Computer Grant (Once in 5 years),"Provision for BRCs/URCs up to ? 3.00 lakh for furniture, computer once in 5 years",
416,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,136,Additional grant  to BRC / URC,136.1,Additional grant  to BRC / URC,Additional grant of up to ? 5 lakh per annum for expanding the support to secondary level.,
417,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.1,Furniture Grant / Computer,"Provisions for CRCs up to ? 1.00 lakh for furniture, computer once in 5 years.",
418,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.2,Maintenance Grant,"Provisions for CRCs up to ? 1.00 lakh for TLE/TLM, recurring expenditure, meetings, contingencies etc. per annum.",
419,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.3,TLM Grant,,
420,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.4,"Meeting, TA",,
421,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.5,Contingency Grant,,
422,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.6,Financial Support  for CRC Coordinator (one),The central financial assistance for salary purpose of the BRC and CRC to be given on the basis of salary support given by the PAB in 2020-21.,
423,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,137,Provisions for CRCs,137.7,Mobility Support for CRC(Strengthening of CRC),Upto Rs.1000/- per CRC per annume,
424,Elementary Education,Financial Support for Teachers,Financial Support for Teachers (HMs/Teachers),154,Financial Support for Salary (Elementary),154.1,Financial Support for Teacher Salary (Elementary),"Support for salary of teachers will be provided to the states as a lump sum grant and not on the basis of number of teachers as per following formulation;
• 2021-22: 100 % of central share of expenditure in 2019-20/2020-21.
• 2022-23: 95% of central share of expenditure incurred in 2019-20/2020-21.
• 2023-24: 90% of central share of expenditure in 2019-20/2020-21.
• 2024-25: 85% of central share of expenditure in 2019-20/2020-21.
• 2025-26: 75% of central share of expenditure in 2019-20/2020-21",
425,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,161,Language Teachers in NER (Hindi) (Elementary),161.1,Hindi Teacher (New),"Assistance would be given up to ? 30, 000 per month not exceeding the amount of salary paid to regular language teachers",
426,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,161,Language Teachers in NER (Hindi) (Elementary),161.2,Hindi Teacher (Previous),,
427,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,161,Language Teachers in NER (Hindi) (Elementary),161.3,Billengual Teaching Learning Materials and Books,Rs. 150/- per Student.  Physical Number should proposed No. of Students,
428,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,161,Language Teachers in NER (Hindi) (Elementary),161.4,Training of Hindi Teacher (New),Upto Rs 300-500/- per teacher per day. Physical Number should proposed per Teacher,
429,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,161,Language Teachers in NER (Hindi) (Elementary),161.5,Training of Hindi Teacher (Previous),Upto Rs 300-500/- per teacher per day. Physical Number should proposed per Teacher,
430,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,162,Language Teachers in States/UTs (Urdu) (Elementary),162.1,Urdu Teacher (New),"Assistance would be given up to ? 30, 000 per month not exceeding the amount of salary paid to regular language teachers",
431,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,162,Language Teachers in States/UTs (Urdu) (Elementary),162.2,Urdu Teacher (Previous),,
432,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,162,Language Teachers in States/UTs (Urdu) (Elementary),162.3,Billengual Teaching Learning Materials and Books,Rs. 150/- per Student.  Physical Number should proposed No. of Students,
433,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,162,Language Teachers in States/UTs (Urdu) (Elementary),162.4,Training of Urdu Teacher (New),Upto Rs 300-500/- per teacher per day. Physical Number should proposed per Teacher,
434,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,162,Language Teachers in States/UTs (Urdu) (Elementary),162.5,Training of Urdu Teacher (Previous),Upto Rs 300-500/- per teacher per day. Physical Number should proposed per Teacher,
435,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.1,Construction of Building (New),As per  State SORs/CPWD Rate (Which ever is less),
436,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.2,Boundary Wall,As per  State SORs/CPWD Rate (Which ever is less),
437,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.3,Boring/ Handpump,As per  State SORs/CPWD Rate (Which ever is less),
438,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.4,Furniture/ Equipment (including kitchen),No Norms,
439,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.5,TLM and equipment including library books,No Norms,
440,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),163,KGBV - Type - I (NR) (New) (Classes VI -VIII),163.6,Bedding,No Norms,
441,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.2,Food/Lodging per child per month,for KGBVs for classes VI to VIII of up to ? 60 lakh per annum,
442,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.3,Stipend  per girl per month,,
443,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.4,"Supplementary TLM, Stationery and other educational material",,
444,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.5,1 Warden,,
445,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.6,1 Head Teacher,,
446,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),164,KGBV - Type - I (Recurring) (New) (Classes VI -VIII),164.7,4 - 5 Full Time Teachers,,
